ObservationID,ParcelleID,DateObservation,Temperature,Humidite,Pluviometrie_mm,NDVI,Capteur,StadeCulture,RendementEstime_t_ha,RendementMoyenZone_t_ha,AnomalieLabel
OBS002896,P0363,2024-05-21 06:22:44,21.8,38.0,3.9,0.0583,Satellite,Levée,5.83,7.35,1
OBS002897,P0017,2024-10-24 17:01:36,11.2,69.9,,0.3374,Drone,Maturation,7.22,5.8,0
OBS002898,P0406,2025-05-14 17:38:00,22.5,73.2,11.3,0.3013,Drone,Levée,11.22,9.41,0
OBS002899,P0301,2024-08-22 11:21:39,22.9,82.4,5.6,0.5003,Satellite,Maturation,5.2,6.03,0
OBS002900,P0002,2024-06-09 08:57:04,21.2,53.8,9.5,0.404,Satellite,Floraison,7.54,6.19,0
OBS002901,P0246,2025-02-20 16:34:16,0.8,51.1,3.4,0.5513,Station_Sol,Levée,3.37,4.12,0
OBS002902,P0115,2025-09-16 12:41:00,21.5,39.8,58.4,0.3899,Station_Sol,Maturation,1.43,2.39,1
OBS002903,P0163,2024-10-01 06:05:20,13.5,86.9,8.3,0.871,Satellite,Maturation,4.4,2.54,0
OBS002904,P0005,2024-12-13 09:46:34,6.6,83.1,6.1,0.5429,Satellite,Maturation,3.94,3.61,0
OBS002905,P0497,2024-07-04 11:10:22,24.4,53.6,3.8,0.6751,Drone,Tallage,5.66,5.7,0
OBS002906,P0345,2025-05-05 12:59:55,20.2,85.4,7.2,0.8278,Manuel,Tallage,1.78,2.15,0
OBS002907,P0402,2025-03-29 13:34:43,3.8,64.2,24.1,0.9061,Manuel,Levée,1.91,2.75,0
OBS002908,P0442,2024-07-28 08:47:34,24.1,87.1,5.5,0.9035,Drone,Floraison,8.54,7.67,0
OBS002909,P0378,2025-03-21 05:53:38,3.8,42.2,18.3,0.6393,Satellite,Levée,5.72,7.13,0
OBS002910,P0065,2024-08-05 12:43:20,26.3,60.1,7.2,0.6522,Station_Sol,Maturation,9.41,9.29,0
OBS002911,P0363,2024-11-04 14:31:22,8.1,81.2,7.5,0.5723,Station_Sol,Maturation,6.81,7.89,0
OBS002912,P0145,2025-07-28 13:36:54,28.7,35.8,13.5,0.7356,Drone,Floraison,6.38,7.29,0
OBS002913,P0187,2024-07-20 07:21:55,23.7,51.9,31.1,0.4347,Station_Sol,Tallage,2.17,3.19,0
OBS002914,P0210,2025-05-02 06:46:55,17.3,84.9,4.4,0.5048,Satellite,Tallage,3.18,2.26,0
OBS002915,P0289,2024-05-05 07:46:48,14.9,71.5,1.2,0.4644,Satellite,Levée,10.58,9.38,0
OBS002916,P0053,2025-04-15 20:57:12,14.2,66.0,1.8,0.5515,Station_Sol,Levée,3.51,3.48,0
OBS002917,P0418,2025-07-18 15:56:08,27.1,50.0,16.9,0.7551,Satellite,Floraison,4.43,3.08,0
OBS002918,P0047,2024-06-30 18:33:17,20.3,91.1,7.1,0.8755,Satellite,Tallage,5.51,5.89,0
OBS002919,P0399,2024-12-03 06:17:38,3.6,,,0.5877,Station_Sol,Récolte,4.26,5.76,0
OBS002920,P0457,2025-01-09 19:06:12,4.3,92.5,0.5,0.7447,Satellite,Récolte,6.25,7.06,0
OBS002921,P0056,2024-09-06 15:52:17,23.2,53.6,3.5,0.7918,Manuel,Floraison,3.68,3.86,0
OBS002922,P0446,2025-08-18 16:02:53,26.7,46.1,9.5,0.3923,Station_Sol,Maturation,10.38,9.35,0
OBS002923,P0227,2024-12-22 06:24:19,1.8,59.4,20.2,0.8669,Station_Sol,Récolte,9.25,7.63,0
OBS002924,P0451,2024-07-25 05:22:02,25.8,23.3,2.0,0.1375,Drone,Floraison,1.52,6.35,1
OBS002925,P0347,2025-05-12 12:10:59,15.3,17.6,0.8,0.7099,Station_Sol,Levée,4.5,5.78,1
OBS002926,P0094,2025-03-15 14:30:08,10.9,35.3,1.4,0.4531,Station_Sol,Levée,6.58,7.93,0
OBS002927,P0441,2024-04-09 15:19:43,12.3,85.4,4.4,0.3118,Station_Sol,Levée,3.52,3.71,0
OBS002928,P0272,2025-01-22 10:31:44,5.1,77.6,13.4,0.3481,Satellite,Maturation,5.03,5.46,0
OBS002929,P0371,2024-05-11 11:08:56,18.3,71.5,4.9,0.685,Satellite,Levée,7.25,7.41,0
OBS002930,P0189,2025-06-13 19:12:25,23.8,92.1,47.3,0.5433,Station_Sol,Tallage,6.04,5.9,0
OBS002931,P0410,2024-10-09 14:12:30,9.8,76.6,2.5,0.6851,Drone,Maturation,2.81,2.45,0
OBS002932,P0208,2025-09-03 08:35:09,15.4,70.2,111.6,0.2473,Station_Sol,Maturation,2.18,5.47,1
OBS002933,P0285,2025-07-13 05:17:47,29.4,71.6,12.5,0.4784,Drone,Tallage,3.58,4.04,0
OBS002934,P0276,2024-04-21 20:03:50,17.8,66.6,0.0,0.8763,Satellite,Tallage,8.77,8.73,0
OBS002935,P0361,2024-06-20 12:08:56,18.2,53.4,4.6,0.3079,Drone,Tallage,6.28,6.25,0
OBS002936,P0493,2025-08-18 19:02:53,24.0,90.2,21.1,0.764,Satellite,Floraison,8.46,6.65,0
OBS002937,P0483,2024-08-24 11:11:11,25.7,56.1,0.8,0.4303,Station_Sol,Maturation,2.54,1.89,0
OBS002938,P0032,2024-05-04 06:37:40,16.0,37.8,3.0,0.6929,Satellite,Tallage,6.67,6.02,0
OBS002939,P0384,2025-10-29 19:09:08,15.3,67.2,5.2,0.7729,Satellite,Récolte,2.74,1.29,0
OBS002940,P0387,2024-04-10 08:12:13,13.6,56.5,1.1,0.4875,Station_Sol,Levée,3.26,8.33,1
OBS002941,P0299,2025-09-19 16:32:37,20.6,40.2,5.3,0.8777,Manuel,Maturation,5.03,6.07,0
OBS002942,P0422,2024-12-13 16:12:17,3.9,39.6,8.5,0.7565,Station_Sol,Récolte,7.49,5.7,0
OBS002943,P0384,2024-11-08 13:06:15,10.1,57.6,2.6,0.5526,Satellite,Récolte,1.93,3.09,0
OBS002944,P0253,2024-09-14 17:51:16,19.7,70.7,59.1,0.1468,Satellite,Maturation,7.39,7.05,1
OBS002945,P0289,2024-05-06 09:57:45,20.0,71.3,0.2,0.9046,Satellite,Tallage,11.02,8.87,0
OBS002946,P0466,2024-10-10 09:27:37,24.9,52.9,62.5,0.8112,Satellite,Récolte,3.41,4.43,1
OBS002947,P0276,2024-08-08 13:34:38,22.8,67.4,8.5,0.3081,Satellite,Maturation,11.56,8.42,0
OBS002948,P0268,2024-03-26 17:05:30,2.8,52.1,15.8,0.519,Manuel,Levée,3.22,4.31,0
OBS002949,P0162,2025-03-13 15:25:00,9.9,69.8,15.6,0.7364,Station_Sol,Semis,9.65,7.62,0
OBS002950,P0324,2024-09-03 09:58:33,24.7,37.2,4.2,0.8336,Station_Sol,Maturation,3.05,3.51,0
OBS002951,P0008,2025-07-31 20:59:49,22.3,85.6,14.2,0.5856,Station_Sol,Floraison,2.72,1.92,0
OBS002952,P0144,2025-03-11 17:22:45,10.0,90.5,2.9,0.8823,Station_Sol,Semis,6.45,5.67,0
OBS002953,P0023,2025-07-09 12:13:22,26.9,39.3,1.3,0.6065,Station_Sol,Floraison,11.11,8.29,0
OBS002954,P0440,2024-06-01 06:44:17,,37.3,3.6,0.7591,Station_Sol,Floraison,2.69,2.27,0
OBS002955,P0493,2025-03-26 13:18:39,10.6,53.6,6.2,0.4926,Station_Sol,Semis,6.59,7.19,0
OBS002956,P0019,2025-04-22 11:56:29,9.7,57.3,1.3,0.4004,Station_Sol,Tallage,2.65,2.83,0
OBS002957,P0041,2025-06-08 15:23:42,19.1,36.9,2.7,0.759,Satellite,Floraison,2.93,2.46,0
OBS002958,P0154,2024-07-19 13:36:42,30.5,57.6,11.2,0.7193,Satellite,Tallage,2.92,3.24,0
OBS002959,P0311,2024-12-27 05:18:47,2.4,36.8,1.9,0.1573,Station_Sol,Récolte,2.26,5.37,1
OBS002960,P0498,2025-06-05 19:35:48,25.4,77.4,3.8,0.8352,Satellite,Floraison,3.28,2.89,0
OBS002961,P0190,2025-03-01 07:20:04,11.3,89.5,1.2,0.6685,Manuel,Semis,3.0,2.79,0
OBS002962,P0071,2024-08-03 13:08:32,26.4,45.5,0.2,0.3074,Satellite,Maturation,5.01,5.34,0
OBS002963,P0076,2024-12-17 13:17:56,5.8,67.3,10.6,0.5903,Satellite,Récolte,10.71,9.89,0
OBS002964,P0333,2024-11-15 14:39:14,8.6,56.0,1.3,0.3523,Drone,Maturation,2.31,2.18,1
OBS002965,P0203,2024-12-19 16:24:03,4.9,81.6,12.2,0.7952,Drone,Maturation,,3.65,0
OBS002966,P0435,2024-04-24 12:32:42,20.2,74.0,10.7,0.5827,Satellite,Levée,3.57,3.45,0
OBS002967,P0231,2025-05-27 09:41:26,18.6,36.6,65.4,0.2259,Satellite,Tallage,0.6,1.98,1
OBS002968,P0492,2024-08-29 09:36:26,28.0,51.3,2.2,0.3614,Station_Sol,Maturation,3.19,2.92,0
OBS002969,P0458,2024-04-22 17:11:20,15.8,66.1,11.8,0.3457,Satellite,Levée,6.34,7.65,0
OBS002970,P0102,2024-08-13 05:59:28,23.7,87.7,7.9,0.3429,Station_Sol,Floraison,2.68,2.52,0
OBS002971,P0009,2024-03-12 12:51:27,13.6,64.4,4.0,0.6826,Station_Sol,Semis,9.24,7.66,0
OBS002972,P0447,2024-09-11 17:20:30,16.3,46.1,1.7,0.8385,Manuel,Floraison,4.57,5.92,0
OBS002973,P0130,2024-07-29 11:36:39,24.9,93.1,0.7,0.6745,Satellite,Floraison,2.52,2.71,0
OBS002974,P0255,2025-06-20 10:12:35,25.5,52.3,28.5,,Manuel,Tallage,2.65,4.62,0
OBS002975,P0409,2025-09-28 09:57:16,20.6,82.7,8.1,0.329,Satellite,Floraison,2.1,2.79,0
OBS002976,P0270,2024-09-30 06:26:44,21.0,47.3,1.8,,Station_Sol,Maturation,7.05,9.04,0
OBS002977,P0022,2024-05-08 11:55:49,17.3,92.0,11.6,0.8393,Drone,Levée,2.18,2.78,0
OBS002978,P0282,2024-12-27 18:44:42,2.0,145.6,2.5,0.4903,Satellite,Récolte,7.89,9.4,0
OBS002979,P0126,2024-08-06 20:13:12,23.2,60.4,21.7,0.7725,Drone,Maturation,1.79,2.78,0
OBS002980,P0480,2025-09-23 14:12:12,24.2,85.1,3.5,0.726,Satellite,Maturation,5.49,8.07,0
OBS002981,P0371,2025-07-11 13:14:29,27.3,43.0,0.6,0.5995,Drone,Tallage,9.2,6.96,0
OBS002982,P0420,2025-07-02 13:42:31,28.2,71.8,13.0,0.5176,Satellite,Floraison,4.11,3.17,0
OBS002983,P0078,2025-09-16 09:56:27,17.4,35.5,3.5,0.4965,Drone,Floraison,2.96,2.79,0
OBS002984,P0250,2025-02-15 15:49:37,6.4,70.5,3.2,0.902,Drone,Semis,9.04,8.84,0
OBS002985,P0165,2024-12-08 14:14:46,1.0,64.1,,0.7608,Manuel,Récolte,10.51,8.72,0
OBS002986,P0263,2024-12-02 08:27:37,6.9,94.7,9.4,0.9128,Station_Sol,Récolte,2.36,1.83,0
OBS002987,P0133,2025-06-23 20:52:35,20.5,41.2,6.8,0.8395,Station_Sol,Tallage,1.78,1.53,0
OBS002988,P0047,2024-12-11 15:02:04,1.9,,1.7,0.5842,Satellite,Récolte,5.47,7.14,0
OBS002989,P0457,2025-10-22 18:43:42,8.9,62.9,2.2,0.876,Satellite,Récolte,5.9,7.16,0
OBS002990,P0001,2025-08-28 08:59:55,22.7,92.0,,0.4737,Drone,Maturation,3.8,2.26,0
OBS002991,P0182,2024-05-29 16:33:18,14.0,81.1,7.1,0.8002,Station_Sol,Levée,3.03,4.19,0
OBS002992,P0221,2025-08-09 15:02:49,25.5,54.7,6.6,0.5903,Station_Sol,Floraison,11.57,9.22,0
OBS002993,P0434,2025-03-23 09:35:50,3.0,64.9,15.8,0.668,Station_Sol,Levée,6.48,8.65,0
OBS002994,P0198,2024-10-22 09:31:29,9.1,52.2,11.3,0.8317,Station_Sol,Maturation,6.35,7.16,0
OBS002995,P0213,2025-08-25 15:31:01,23.9,58.6,9.8,0.7768,Drone,Floraison,2.76,2.84,0
OBS002996,P0280,2025-06-01 15:43:36,28.3,45.0,9.7,0.395,Drone,Tallage,4.04,3.0,0
OBS002997,P0497,2024-12-01 12:30:50,7.9,74.5,5.9,0.3006,Drone,Récolte,5.51,6.29,0
OBS002998,P0143,2025-08-15 12:19:34,24.8,47.8,6.0,0.9156,Manuel,Floraison,2.53,2.59,0
OBS002999,P0496,2025-02-11 18:58:55,3.6,,15.9,0.6372,Satellite,Levée,7.06,7.01,0
OBS003000,P0098,2024-07-24 12:26:55,28.1,40.8,12.0,0.8474,Satellite,Tallage,,6.58,0
OBS003001,P0348,2024-03-05 17:30:38,9.0,74.8,12.7,0.3908,Station_Sol,Semis,8.3,8.92,0
OBS003002,P0201,2024-12-13 08:55:38,3.7,75.6,,0.7619,Station_Sol,Maturation,3.73,2.84,0
OBS003003,P0089,2024-06-05 05:54:55,24.1,76.6,1.9,0.6352,Drone,Floraison,1.94,3.07,0
OBS003004,P0191,2024-06-09 09:44:07,20.0,130.6,2.4,,Station_Sol,Floraison,8.46,8.66,0
OBS003005,P0454,2024-12-10 13:07:20,16.9,16.4,95.4,0.3636,Drone,Maturation,6.38,7.84,1
OBS003006,P0494,2025-01-25 18:35:34,5.2,37.0,6.1,0.5667,Manuel,Maturation,7.54,7.81,0
OBS003007,P0432,2025-02-26 05:35:12,6.9,53.6,1.9,0.3301,Satellite,Semis,10.94,8.99,0
OBS003008,P0484,2025-06-04 14:53:36,24.0,65.4,22.9,0.8316,Satellite,Tallage,6.44,5.42,0
OBS003009,P0290,2025-05-12 18:08:54,16.0,66.4,64.8,0.7954,Manuel,Tallage,3.89,2.93,1
OBS003010,P0366,2024-04-01 09:35:31,14.4,76.9,9.8,0.7185,Station_Sol,Tallage,2.67,2.57,0
OBS003011,P0032,2025-05-20 16:45:22,16.4,57.6,2.5,0.6739,Drone,Levée,7.8,5.24,0
OBS003012,P0313,2025-03-17 07:42:54,2.9,54.0,1.0,0.4407,Station_Sol,Semis,3.05,3.65,0
OBS003013,P0220,2025-01-03 17:31:04,7.2,48.5,,0.8989,Drone,Récolte,2.33,1.89,0
OBS003014,P0018,2025-02-13 06:04:48,2.9,59.3,12.1,0.7503,Manuel,Semis,2.01,2.48,0
OBS003015,P0277,2024-12-05 15:29:05,6.1,52.5,2.0,0.5966,Satellite,Récolte,9.36,7.79,0
OBS003016,P0056,2024-05-27 15:24:15,,75.5,0.6,0.3798,Station_Sol,Tallage,3.33,2.5,0
OBS003017,P0195,2025-08-13 12:20:06,26.4,39.7,6.0,0.9076,Manuel,Maturation,2.72,2.17,0
OBS003018,P0078,2025-09-26 12:54:50,34.4,54.1,14.9,0.6924,Satellite,Floraison,2.68,2.74,1
OBS003019,P0088,2024-03-28 11:47:40,24.8,55.3,2.9,0.5028,Station_Sol,Semis,8.02,8.9,1
OBS003020,P0461,2025-01-05 14:26:20,5.4,90.0,4.7,0.8514,Satellite,Maturation,10.59,9.34,0
OBS003021,P0268,2024-12-30 07:56:17,2.0,73.6,4.8,0.3253,Satellite,Maturation,4.16,3.82,0
OBS003022,P0298,2024-04-30 05:38:53,22.6,85.1,4.2,0.1914,Drone,Tallage,5.28,8.2,1
OBS003023,P0239,2024-12-22 06:09:47,5.5,72.6,14.8,0.8075,Station_Sol,Maturation,6.89,8.75,0
OBS003024,P0262,2025-07-08 13:11:31,29.7,44.4,20.4,0.6206,Station_Sol,Tallage,5.76,5.82,0
OBS003025,P0265,2025-09-27 16:14:02,21.3,36.5,7.2,0.5326,Station_Sol,Maturation,5.99,5.75,0
OBS003026,P0259,2025-07-17 17:04:45,24.8,53.7,3.6,0.8287,Station_Sol,Floraison,3.21,3.02,0
OBS003027,P0250,2024-09-20 16:37:54,18.4,65.1,4.2,0.8823,Manuel,Maturation,8.95,8.68,0
OBS003028,P0195,2025-01-26 16:09:33,6.5,59.0,14.5,0.7398,Satellite,Récolte,2.05,3.32,0
OBS003029,P0456,2025-03-09 09:21:51,10.6,68.6,9.3,0.578,Station_Sol,Semis,7.04,8.61,0
OBS003030,P0037,2024-07-16 15:20:35,27.3,50.8,7.8,0.909,Drone,Tallage,7.17,7.63,0
OBS003031,P0380,2025-10-13 14:16:53,10.9,90.5,0.3,0.5992,Satellite,Maturation,4.0,3.2,0
OBS003032,P0246,2025-06-18 07:50:01,17.6,49.8,0.9,0.5875,Station_Sol,Tallage,3.55,3.73,0
OBS003033,P0242,2025-08-09 18:57:36,20.7,83.4,3.6,0.1462,Manuel,Floraison,3.02,3.14,1
OBS003034,P0104,2025-02-23 16:55:10,7.7,77.3,,0.7159,Station_Sol,Semis,9.62,7.75,0
OBS003035,P0238,2025-09-10 13:06:22,17.9,36.3,3.5,0.656,Drone,Floraison,7.71,6.12,0
OBS003036,P0240,2025-08-06 08:56:31,24.1,67.1,5.2,0.5919,Drone,Floraison,2.35,2.5,0
OBS003037,P0276,2025-04-27 12:35:10,17.5,80.9,0.6,0.4323,Satellite,Levée,10.78,9.59,0
OBS003038,P0001,2024-12-11 11:25:40,6.1,47.7,7.6,0.918,Satellite,Maturation,3.71,3.98,1
OBS003039,P0319,2024-06-12 08:54:58,17.9,66.6,19.7,0.5916,Satellite,Floraison,6.92,9.06,0
OBS003040,P0314,2024-06-13 11:45:58,25.6,65.7,10.3,0.4921,Station_Sol,Tallage,8.82,8.83,0
OBS003041,P0372,2025-03-11 18:15:29,11.7,22.3,6.7,0.1495,Station_Sol,Semis,5.31,9.83,1
OBS003042,P0231,2024-07-12 08:32:29,24.8,84.6,8.1,0.0744,Station_Sol,Tallage,1.13,3.03,1
OBS003043,P0289,2025-07-16 12:28:49,31.6,40.5,1.6,0.8608,Drone,Floraison,3.55,10.26,1
OBS003044,P0342,2025-04-27 17:43:11,12.8,48.1,0.6,0.5611,Satellite,Levée,2.55,2.14,0
OBS003045,P0497,2024-10-16 11:35:12,13.2,56.4,1.1,0.4603,Station_Sol,Maturation,4.54,5.0,0
OBS003046,P0428,2024-06-08 05:32:47,19.5,65.3,2.5,0.6642,Drone,Tallage,3.03,2.4,0
OBS003047,P0073,2025-02-09 09:23:55,2.1,88.5,0.4,0.4551,Station_Sol,Levée,4.02,3.04,0
OBS003048,P0045,2024-10-19 11:06:42,12.1,77.2,,0.4576,Station_Sol,Récolte,2.61,2.32,0
OBS003049,P0343,2025-02-21 20:00:05,9.1,47.7,24.2,0.7484,Satellite,Levée,10.85,8.96,0
OBS003050,P0072,2025-08-30 17:18:42,37.6,20.1,7.1,0.9102,Satellite,Floraison,,3.88,1
OBS003051,P0499,2024-09-17 10:46:33,21.9,90.0,4.6,0.3824,Station_Sol,Floraison,2.74,3.84,0
OBS003052,P0377,2025-02-09 15:43:45,6.3,38.3,2.9,0.8892,Satellite,Semis,,6.98,0
OBS003053,P0144,2025-04-08 11:22:09,12.2,79.4,1.5,0.6596,Drone,Levée,6.36,6.47,0
OBS003054,P0451,2024-04-25 17:53:44,7.5,64.0,,0.8745,Drone,Tallage,5.7,6.37,0
OBS003055,P0069,2024-11-28 15:19:57,8.6,89.3,1.8,0.7818,Station_Sol,Récolte,6.99,8.75,0
OBS003056,P0377,2024-07-11 20:00:27,21.8,40.0,4.1,0.6117,Station_Sol,Floraison,7.6,6.59,0
OBS003057,P0080,2024-08-16 11:46:47,24.3,35.9,8.3,0.8107,Satellite,Maturation,3.85,3.88,0
OBS003058,P0040,2024-05-22 16:34:41,61.4,56.7,1.3,0.4417,Manuel,Levée,4.47,6.04,0
OBS003059,P0035,2024-05-12 20:55:09,14.6,40.1,15.7,0.7305,Satellite,Tallage,5.97,5.54,0
OBS003060,P0237,2024-06-21 10:13:41,21.9,94.3,0.7,0.5703,Satellite,Floraison,7.56,8.14,0
OBS003061,P0267,2024-12-20 12:59:09,9.4,58.3,3.5,0.8437,Station_Sol,Maturation,7.41,7.14,0
OBS003062,P0381,2024-12-28 12:13:20,4.1,84.5,6.5,0.3292,Drone,Récolte,1.83,2.93,0
OBS003063,P0284,2025-02-26 05:30:23,1.5,46.7,13.3,0.918,Station_Sol,Levée,1.76,2.27,0
OBS003064,P0486,2025-03-14 18:42:26,6.2,54.4,2.2,0.3726,Satellite,Levée,2.0,9.2,1
OBS003065,P0187,2025-04-16 08:39:58,15.6,53.2,4.6,0.6847,Station_Sol,Levée,0.77,1.6,1
OBS003066,P0379,2024-06-23 09:58:48,21.8,57.4,5.5,0.4571,Manuel,Floraison,10.11,8.91,0
OBS003067,P0269,2025-09-26 10:19:30,14.5,64.8,6.6,0.683,Drone,Floraison,2.82,2.88,0
OBS003068,P0373,2025-10-21 06:47:56,8.9,75.8,7.2,0.4303,Drone,Maturation,9.7,8.77,0
OBS003069,P0459,2025-06-28 18:26:43,21.1,80.6,3.9,0.3668,Station_Sol,Floraison,5.45,5.51,0
OBS003070,P0070,2024-10-06 10:53:04,19.0,41.2,1.4,0.5519,Drone,Maturation,2.46,2.99,0
OBS003071,P0029,2024-07-15 13:22:57,32.1,50.9,17.6,0.5253,Drone,Tallage,2.67,2.75,0
OBS003072,P0329,2025-04-26 14:17:24,14.7,50.0,4.7,0.5068,Satellite,Tallage,10.73,8.8,0
OBS003073,P0247,2025-04-21 09:33:30,8.2,71.7,9.1,0.8342,Satellite,Levée,8.71,6.86,0
OBS003074,P0325,2025-10-26 13:31:27,11.6,68.0,12.7,0.9164,Manuel,Maturation,6.87,8.37,0
OBS003075,P0097,2025-04-20 07:17:13,12.6,86.3,7.7,0.7241,Station_Sol,Tallage,1.93,2.64,0
OBS003076,P0166,2024-12-19 19:01:15,5.6,82.3,3.4,0.8868,Satellite,Maturation,8.76,9.13,0
OBS003077,P0184,2025-08-03 17:30:13,20.9,39.0,17.1,0.3852,Satellite,Floraison,4.68,5.52,0
OBS003078,P0298,2025-01-06 13:24:47,-4.1,87.7,1.0,0.3674,Satellite,Récolte,8.86,6.86,0
OBS003079,P0219,2025-01-08 15:02:25,-0.3,41.6,3.2,0.4307,Satellite,Maturation,10.47,8.77,0
OBS003080,P0279,2024-09-17 19:55:46,15.6,40.8,3.0,0.7595,Satellite,Maturation,5.02,5.13,0
OBS003081,P0300,2024-03-03 05:59:31,12.0,69.8,0.4,0.506,Satellite,Levée,2.81,2.28,0
OBS003082,P0002,2025-06-27 10:52:15,28.9,54.7,4.0,,Drone,Tallage,6.33,6.42,0
OBS003083,P0195,2024-07-11 10:33:39,25.4,35.9,0.3,0.6176,Station_Sol,Tallage,2.61,3.07,0
OBS003084,P0161,2025-10-04 11:32:40,21.1,66.3,7.1,0.6212,Station_Sol,Récolte,10.57,9.18,0
OBS003085,P0482,2025-01-28 05:42:58,2.0,80.3,3.0,0.4277,Station_Sol,Maturation,11.26,9.31,0
OBS003086,P0038,2025-08-23 17:10:17,28.1,65.3,8.5,0.4263,Satellite,Maturation,2.25,2.18,0
OBS003087,P0051,2025-09-19 13:45:51,22.9,35.8,22.8,0.6368,Manuel,Floraison,4.66,6.58,0
OBS003088,P0364,2025-07-18 13:22:03,30.8,45.0,16.6,0.7155,Manuel,Floraison,5.3,7.32,0
OBS003089,P0290,2024-08-20 20:30:49,22.5,74.9,1.1,0.8864,Station_Sol,Floraison,3.08,3.63,0
OBS003090,P0224,2025-08-02 06:34:07,20.6,54.8,,0.8765,Drone,Maturation,10.68,8.75,0
OBS003091,P0395,2025-06-16 05:21:30,22.2,61.6,1.8,0.4018,Satellite,Tallage,1.85,2.96,0
OBS003092,P0147,2024-12-14 16:51:25,3.0,56.9,24.5,0.6576,Satellite,Maturation,7.35,6.44,0
OBS003093,P0444,2025-06-26 20:07:39,24.2,67.3,1.2,0.5857,Station_Sol,Floraison,1.25,2.73,1
OBS003094,P0122,2024-09-28 06:10:11,22.9,80.3,3.4,0.5336,Manuel,Floraison,7.99,7.51,0
OBS003095,P0446,2024-07-24 19:53:33,36.1,93.2,20.6,0.8354,Satellite,Floraison,5.25,8.9,1
OBS003096,P0476,2024-03-11 07:11:16,3.6,88.7,3.2,0.7353,Satellite,Levée,5.11,6.4,0
OBS003097,P0305,2024-09-17 20:46:08,22.5,46.2,2.6,0.7906,Manuel,Maturation,5.14,5.4,0
OBS003098,P0092,2025-06-16 17:40:18,18.6,78.4,12.4,0.5825,Drone,Tallage,6.73,7.2,0
OBS003099,P0236,2024-10-24 11:32:57,11.3,53.8,79.7,0.1128,Drone,Récolte,,2.58,1
OBS003100,P0461,2024-11-16 10:30:05,11.0,37.3,3.0,0.1361,Station_Sol,Maturation,9.9,9.21,1
OBS003101,P0167,2024-11-03 06:21:56,10.2,46.7,0.0,0.8902,Station_Sol,Maturation,5.94,6.3,0
OBS003102,P0044,2025-10-28 14:36:17,14.6,65.1,7.4,0.4162,Station_Sol,Maturation,6.24,7.09,0
OBS003103,P0392,2025-01-27 20:22:26,0.8,89.4,0.1,0.8923,Drone,Maturation,2.73,1.89,0
OBS003104,P0379,2024-10-17 09:08:52,13.0,86.0,4.8,0.5862,Station_Sol,Récolte,10.48,9.58,0
OBS003105,P0018,2024-05-10 20:57:53,27.7,78.3,15.2,0.445,Satellite,Levée,2.94,1.84,1
OBS003106,P0093,2024-11-09 17:53:31,9.2,69.8,5.3,0.8498,Station_Sol,Récolte,3.95,3.51,0
OBS003107,P0048,2025-06-29 14:00:09,23.7,48.2,0.5,0.3098,Manuel,Tallage,9.73,7.34,0
OBS003108,P0036,2024-08-17 05:54:19,27.0,84.6,3.4,0.8491,Satellite,Floraison,3.01,2.13,0
OBS003109,P0281,2025-01-16 15:18:52,-2.1,45.9,3.3,,Station_Sol,Maturation,9.66,8.15,0
OBS003110,P0160,2025-01-28 10:57:54,2.4,84.7,,0.8682,Satellite,Récolte,3.55,3.4,0
OBS003111,P0112,2025-01-27 05:50:16,9.3,52.5,3.4,0.5267,Satellite,Récolte,2.96,2.42,0
OBS003112,P0250,2024-07-13 15:49:28,,73.2,13.2,0.6919,Satellite,Floraison,10.89,9.24,0
OBS003113,P0241,2025-05-24 10:24:11,22.5,51.7,1.0,0.8943,Satellite,Tallage,6.98,6.82,0
OBS003114,P0020,2024-04-26 10:43:45,12.5,37.2,0.5,0.4954,Station_Sol,Levée,2.44,2.11,0
OBS003115,P0358,2024-09-27 16:25:09,18.7,59.4,7.2,0.6919,Satellite,Floraison,10.9,9.38,0
OBS003116,P0078,2025-08-06 07:06:01,39.5,43.5,114.6,0.1908,Station_Sol,Floraison,1.33,2.33,1
OBS003117,P0145,2025-01-01 20:08:54,3.4,38.9,1.8,0.3742,Manuel,Maturation,8.85,8.09,0
OBS003118,P0328,2025-08-05 19:00:49,22.4,64.9,18.9,0.8269,Drone,Maturation,4.46,5.13,0
OBS003119,P0360,2025-07-22 16:16:50,29.8,58.8,5.7,0.6785,Drone,Tallage,2.62,3.6,0
OBS003120,P0474,2025-05-23 18:51:41,16.2,85.9,8.7,0.8629,Station_Sol,Levée,2.89,2.58,0
OBS003121,P0440,2025-07-09 14:26:54,26.5,88.2,10.9,0.5725,Drone,Tallage,3.22,2.22,0
OBS003122,P0084,2024-05-13 05:10:43,22.5,47.6,4.9,0.1541,Station_Sol,Levée,10.25,8.81,1
OBS003123,P0397,2024-07-22 13:25:11,23.5,84.2,14.7,0.734,Station_Sol,Floraison,9.5,9.05,0
OBS003124,P0309,2024-09-01 09:54:00,19.5,72.7,6.5,0.6538,Manuel,Maturation,6.59,8.12,0
OBS003125,P0492,2024-06-10 08:56:37,22.2,54.0,12.0,0.5214,Manuel,Floraison,2.57,3.15,0
OBS003126,P0415,2024-09-19 11:07:07,17.6,43.5,6.6,0.7939,Station_Sol,Maturation,,9.0,0
OBS003127,P0015,2025-08-03 14:47:05,26.4,38.1,8.8,0.3881,Satellite,Floraison,7.62,7.96,0
